Kalima	Tanganyika	CD	Africa/Lubumbashi	72327
Kalemie	Tanganyika	CD	Africa/Lubumbashi	160961
Kabinda	Lomami	CD	Africa/Lubumbashi	219396
Kabeya-Kamwanga	East Kasai	CD	Africa/Lubumbashi	44093
Kabare	South Kivu	CD	Africa/Lubumbashi	37034
Kabalo	Tanganyika	CD	Africa/Lubumbashi	81191
Isiro	Haut-Uele	CD	Africa/Lubumbashi	255409
Isamba	Kasai	CD	Africa/Lubumbashi	8723
Ilebo	Kasai	CD	Africa/Lubumbashi	117245
Goma	North Kivu	CD	Africa/Lubumbashi	432587
Gbadolite	Nord-Ubangi	CD	Africa/Kinshasa	73835
Gandajika	Lomami	CD	Africa/Lubumbashi	208051
Djugu	Ituri	CD	Africa/Lubumbashi	41409
Demba	Kasai-Central	CD	Africa/Lubumbashi	22263
Butembo	North Kivu	CD	Africa/Lubumbashi	286242
Buta	Bas-Uele	CD	Africa/Lubumbashi	80751
Businga	Nord-Ubangi	CD	Africa/Kinshasa	48339
Bunia	Ituri	CD	Africa/Lubumbashi	399282
Bumba	Mongala	CD	Africa/Kinshasa	154586
Bukavu	South Kivu	CD	Africa/Lubumbashi	816811
Bukama	Haut-Lomami	CD	Africa/Lubumbashi	105530
Bondo	Bas-Uele	CD	Africa/Lubumbashi	17860
Boende	Tshuapa	CD	Africa/Kinshasa	50794
Binga	Mongala	CD	Africa/Kinshasa	96790
Beni	North Kivu	CD	Africa/Lubumbashi	140731
Basoko	Tshopo	CD	Africa/Lubumbashi	76371
Bakwa	Haut-Uele	CD	Africa/Lubumbashi	100575
Babamba	Tshopo	CD	Africa/Lubumbashi	81740
Aru	Ituri	CD	Africa/Lubumbashi	45516
Aketi	Bas-Uele	CD	Africa/Lubumbashi	61437
Tshilenge	Lualaba	CD	Africa/Lubumbashi	116073
Mokambo	Haut-Katanga	CD	Africa/Lubumbashi	34762
Malemba	Lualaba	CD	Africa/Lubumbashi	44027
Lubumbashi	Haut-Katanga	CD	Africa/Lubumbashi	2221925
Likasi	Haut-Katanga	CD	Africa/Lubumbashi	635768
Kolwezi	Lualaba	CD	Africa/Lubumbashi	790248
Kipushi	Haut-Katanga	CD	Africa/Lubumbashi	169635
Kambove	Haut-Katanga	CD	Africa/Lubumbashi	99884
Fungurume	Lualaba	CD	Africa/Lubumbashi	50100
Zongo	Sud-Ubangi	CD	Africa/Kinshasa	48658
Tshela	Bas-Congo	CD	Africa/Kinshasa	64210
Nioki	Mai-Ndombe	CD	Africa/Kinshasa	62153
Mushie	Mai-Ndombe	CD	Africa/Kinshasa	61336
Moanda	Bas-Congo	CD	Africa/Kinshasa	128804
Mbanza-Ngungu	Bas-Congo	CD	Africa/Kinshasa	142773
Mbandaka	Équateur	CD	Africa/Kinshasa	455011
Matadi	Bas-Congo	CD	Africa/Kinshasa	425662
Masi-Manimba	Kwilu	CD	Africa/Kinshasa	45775
Mangai	Kwilu	CD	Africa/Kinshasa	63713
Lukolela	Équateur	CD	Africa/Kinshasa	15000
Libenge	Sud-Ubangi	CD	Africa/Kinshasa	37344
Kutu	Mai-Ndombe	CD	Africa/Kinshasa	56061
Kinshasa	Kinshasa	CD	Africa/Kinshasa	16000000
Kimpese	Bas-Congo	CD	Africa/Kinshasa	79539
Kikwit	Kwilu	CD	Africa/Kinshasa	509367
Kenge	Bas-Congo	CD	Africa/Kinshasa	63317
Kasongo-Lunda	Kwango	CD	Africa/Kinshasa	20060
Kasangulu	Bas-Congo	CD	Africa/Kinshasa	45400
Inongo	Mai-Ndombe	CD	Africa/Kinshasa	68852
Inkisi	Bas-Congo	CD	Africa/Kinshasa	115317
Idiofa	Kwilu	CD	Africa/Kinshasa	87882
Gemena	Sud-Ubangi	CD	Africa/Kinshasa	197159
Dungu	Mai-Ndombe	CD	Africa/Kinshasa	41076
Dibaya-Lubwe	Kwilu	CD	Africa/Kinshasa	55672
Bulungu	Kwilu	CD	Africa/Kinshasa	81393
Bosobolo	Nord-Ubangi	CD	Africa/Kinshasa	14553
Boma	Bas-Congo	CD	Africa/Kinshasa	297009
Bolobo	Mai-Ndombe	CD	Africa/Kinshasa	47032
Bolenge	Équateur	CD	Africa/Kinshasa	79648
Basankusu	Équateur	CD	Africa/Kinshasa	41141
Bandundu Province	Kwilu	CD	Africa/Kinshasa	202904
Masina	Kinshasa	CD	Africa/Kinshasa	485167
Hyosha	North Kivu	CD	Africa/Lubumbashi	74502
Mwene	Lualaba	CD	Africa/Lubumbashi	295683
Kituku	Tanganyika	CD	Africa/Lubumbashi	66378
Mangina	North Kivu	CD	Africa/Lubumbashi	55439
Zemio	Haut-Mbomou	CF	Africa/Bangui	17829
Ouadda	Haute-Kotto	CF	Africa/Bangui	5434
Obo	Haut-Mbomou	CF	Africa/Bangui	14402
Ndélé	Bamingui-Bangoran	CF	Africa/Bangui	27071
Mobaye	Basse-Kotto	CF	Africa/Bangui	7179
Kembé	Basse-Kotto	CF	Africa/Bangui	7317
Ippy	Ouaka	CF	Africa/Bangui	28319
Grimari	Ouaka	CF	Africa/Bangui	14941
Bria	Haute-Kotto	CF	Africa/Bangui	47226
Birao	Vakaga	CF	Africa/Bangui	8457
Bangassou	Mbomou	CF	Africa/Bangui	54059
Bamingui	Bamingui-Bangoran	CF	Africa/Bangui	6230
Bambari	Ouaka	CF	Africa/Bangui	83029
Alindao	Basse-Kotto	CF	Africa/Bangui	32588
Yaloké	Ombella-M'Poko	CF	Africa/Bangui	21710
Sibut	Kémo	CF	Africa/Bangui	31986
Paoua	Lim-Pendé	CF	Africa/Bangui	47703
Nola	Sangha-Mbaéré	CF	Africa/Bangui	31923
Mongoumba	Lobaye	CF	Africa/Bangui	9985
Mbrés	Nana-Grébizi	CF	Africa/Bangui	10269
Mbaïki	Lobaye	CF	Africa/Bangui	21867
Kouango	Ouaka	CF	Africa/Bangui	36575
Kaga-Bandoro	Nana-Grébizi	CF	Africa/Bangui	55047
Kabo	Ouham-Fafa	CF	Africa/Bangui	16279
Gamboula	Mambéré-Kadéï	CF	Africa/Bangui	13048
Dekoa	Kémo	CF	Africa/Bangui	19639
Damara	Ombella-M'Poko	CF	Africa/Bangui	9117
Carnot	Mambéré	CF	Africa/Bangui	129032
Bozoum	Ouham-Pendé	CF	Africa/Bangui	20665
Bouca	Ouham-Fafa	CF	Africa/Bangui	19320
Bouar	Nana-Mambéré	CF	Africa/Bangui	71680
Bossemtele I	Ouham-Pendé	CF	Africa/Bangui	11136
Bossembélé	Ombella-M'Poko	CF	Africa/Bangui	17203
Bossangoa	Ouham	CF	Africa/Bangui	55353
Boda	Lobaye	CF	Africa/Bangui	11688
Bocaranga	Ouham-Pendé	CF	Africa/Bangui	36418
Bobangui	Lobaye	CF	Africa/Bangui	16486
Boali	Ombella-M'Poko	CF	Africa/Bangui	18090
Bimbo	Ombella-M'Poko	CF	Africa/Bangui	348802
Berbérati	Mambéré-Kadéï	CF	Africa/Bangui	103713
Bégoua	Ombella-M'Poko	CF	Africa/Bangui	264067
Bayanga	Sangha-Mbaéré	CF	Africa/Bangui	8920
Batangafo	Ouham-Fafa	CF	Africa/Bangui	24119
Baoro	Nana-Mambéré	CF	Africa/Bangui	18089
Bangui	Bangui	CF	Africa/Bangui	812407
Baboua	Nana-Mambéré	CF	Africa/Bangui	33739
Zanaga	Lékoumou	CG	Africa/Brazzaville	5941
Souanké	Sangha	CG	Africa/Brazzaville	5693
Sibiti	Lékoumou	CG	Africa/Brazzaville	33122
Sémbé	Sangha	CG	Africa/Brazzaville	7153
Pointe-Noire	Pointe-Noire	CG	Africa/Brazzaville	1032000
Owando	Cuvette	CG	Africa/Brazzaville	35698
Ouesso	Sangha	CG	Africa/Brazzaville	40667
Olombo	Plateaux	CG	Africa/Brazzaville	7821
Ntokou-Raymondville	Cuvette	CG	Africa/Brazzaville	5909
Ngo	Plateaux	CG	Africa/Brazzaville	14606
Mossendjo	Niari	CG	Africa/Brazzaville	19104
Mossaka	Cuvette	CG	Africa/Brazzaville	21809
Mokéko	Sangha	CG	Africa/Brazzaville	5758
Mouyondzi	Bouenza	CG	Africa/Brazzaville	18321
Mbinda	Niari	CG	Africa/Brazzaville	6335
Makoua	Cuvette	CG	Africa/Brazzaville	20550
Makabana	Niari	CG	Africa/Brazzaville	13401
Madingou	Bouenza	CG	Africa/Brazzaville	1153
Loutété	Bouenza	CG	Africa/Brazzaville	27726
Loukoléla	Cuvette	CG	Africa/Brazzaville	7602
Loudima	Bouenza	CG	Africa/Brazzaville	20391
Dolisie	Niari	CG	Africa/Brazzaville	121000
Loango	Kouilou	CG	Africa/Brazzaville	0
Loandjili	Pointe-Noire	CG	Africa/Brazzaville	23204
Lékana	Plateaux	CG	Africa/Brazzaville	5828
Bouansa	Bouenza	CG	Africa/Brazzaville	27512
Komono	Lékoumou	CG	Africa/Brazzaville	9169
Kinkala	Pool	CG	Africa/Brazzaville	12411
Kindamba	Pool	CG	Africa/Brazzaville	8630
Kellé	Cuvette-Ouest	CG	Africa/Brazzaville	9089
Kayes	Bouenza	CG	Africa/Brazzaville	58737
Impfondo	Likouala	CG	Africa/Brazzaville	48939
Gamboma	Plateaux	CG	Africa/Brazzaville	26718
Ewo	Cuvette-Ouest	CG	Africa/Brazzaville	11750
Etoumbi	Cuvette	CG	Africa/Brazzaville	11139
Enyellé	Likouala	CG	Africa/Brazzaville	8697
Dongou	Likouala	CG	Africa/Brazzaville	10188
Djambala	Plateaux	CG	Africa/Brazzaville	15372
Divenié	Niari	CG	Africa/Brazzaville	5739
Brazzaville	Brazzaville	CG	Africa/Brazzaville	1982000
Boundji	Cuvette	CG	Africa/Brazzaville	10224
Bétou	Likouala	CG	Africa/Brazzaville	16221
Mindouli	Likouala	CG	Africa/Brazzaville	20985
Pokola	Sangha	CG	Africa/Brazzaville	15102
Nzassi	Kouilou	CG	Africa/Brazzaville	8585
Oyo	Cuvette	CG	Africa/Brazzaville	20630
Nkayi	Bouenza	CG	Africa/Brazzaville	103000
Zürich	Zurich	CH	Europe/Zurich	415367
Zug	Zug	CH	Europe/Zurich	30542
Zuchwil	Solothurn	CH	Europe/Zurich	9268
Zollikon	Zurich	CH	Europe/Zurich	5812
Zollikofen	Bern	CH	Europe/Zurich	9121
Zofingen	Aargau	CH	Europe/Zurich	11655
Zermatt	Valais	CH	Europe/Zurich	6629
Yverdon-les-Bains	Vaud	CH	Europe/Zurich	30157
Würenlos	Aargau	CH	Europe/Zurich	5497
Worb	Bern	CH	Europe/Zurich	11053
Wollerau	Schwyz	CH	Europe/Zurich	6883
Wohlen	Aargau	CH	Europe/Zurich	13875
Wohlen	Bern	CH	Europe/Zurich	9159
Wittenbach	Saint Gallen	CH	Europe/Zurich	8542
Zürich (Kreis 7) / Witikon	Zurich	CH	Europe/Zurich	9099
Winterthur	Zurich	CH	Europe/Zurich	111840
Windisch	Aargau	CH	Europe/Zurich	6689
Willisau	Lucerne	CH	Europe/Zurich	7780
Wil	Saint Gallen	CH	Europe/Zurich	23955
Zürich (Kreis 3) / Alt-Wiedikon	Zurich	CH	Europe/Zurich	14931
Wetzikon	Zurich	CH	Europe/Zurich	24764
Wettingen	Aargau	CH	Europe/Zurich	18191
Weinfelden	Thurgau	CH	Europe/Zurich	9414
Wattwil	Saint Gallen	CH	Europe/Zurich	8089
Wallisellen	Zurich	CH	Europe/Zurich	11705
Wädenswil	Zurich	CH	Europe/Zurich	13269
Visp	Valais	CH	Europe/Zurich	7948
Villmergen	Aargau	CH	Europe/Zurich	5489
Villars-sur-Glâne	Fribourg	CH	Europe/Zurich	10021
Viganello	Ticino	CH	Europe/Zurich	6375
Veyrier	Geneva	CH	Europe/Zurich	9800
Vevey	Vaud	CH	Europe/Zurich	19891
Versoix	Geneva	CH	Europe/Zurich	11467
Vernier	Geneva	CH	Europe/Zurich	30086
Veltheim (Kreis 5)	Zurich	CH	Europe/Zurich	8901
Uzwil	Saint Gallen	CH	Europe/Zurich	12885
Uznach	Saint Gallen	CH	Europe/Zurich	5561
Uster	Zurich	CH	Europe/Zurich	34715
Urtenen	Bern	CH	Europe/Zurich	5258
Untersiggenthal	Aargau	CH	Europe/Zurich	6344
Unterseen	Bern	CH	Europe/Zurich	5150
Unterägeri	Zug	CH	Europe/Zurich	7973
Uetendorf	Bern	CH	Europe/Zurich	5654
Trimbach	Solothurn	CH	Europe/Zurich	6220
Töss (Kreis 4)	Zurich	CH	Europe/Zurich	8672
Thun	Bern	CH	Europe/Zurich	43723
Therwil	Basel-Landschaft	CH	Europe/Zurich	9595
Thalwil	Zurich	CH	Europe/Zurich	13296
Teufen	Appenzell Ausserrhoden	CH	Europe/Zurich	5683
Sursee	Lucerne	CH	Europe/Zurich	9953
Sumiswald	Bern	CH	Europe/Zurich	5159
Suhr	Aargau	CH	Europe/Zurich	9374
Steinhausen	Zug	CH	Europe/Zurich	8509
Steffisburg	Bern	CH	Europe/Zurich	15709
Stans	Nidwalden	CH	Europe/Zurich	8393
Stäfa	Zurich	CH	Europe/Zurich	5737
Spreitenbach	Aargau	CH	Europe/Zurich	11875
Spiez	Bern	CH	Europe/Zurich	12594
Solothurn	Solothurn	CH	Europe/Zurich	16777
Sissach	Basel-Landschaft	CH	Europe/Zurich	5873
Sirnach	Thurgau	CH	Europe/Zurich	6463
Sitten	Valais	CH	Europe/Zurich	34708
Sierre	Valais	CH	Europe/Zurich	16790
Siebnen	Schwyz	CH	Europe/Zurich	7104
Zürich (Kreis 11) / Seebach	Zurich	CH	Europe/Zurich	17851
Schwyz	Schwyz	CH	Europe/Zurich	15181
Schübelbach	Schwyz	CH	Europe/Zurich	7745
Schlieren	Zurich	CH	Europe/Zurich	12695
Schaffhausen	Schaffhausen	CH	Europe/Zurich	36587
Savièse	Valais	CH	Europe/Zurich	5575
Sarnen	Obwalden	CH	Europe/Zurich	10368
Sargans	Saint Gallen	CH	Europe/Zurich	6134
Sankt Margrethen	Saint Gallen	CH	Europe/Zurich	5395
Sankt Gallen	Saint Gallen	CH	Europe/Zurich	75833
Saint-Imier	Bern	CH	Europe/Zurich	5220
Saanen	Bern	CH	Europe/Zurich	6621
Rüti	Zurich	CH	Europe/Zurich	9576
Ruswil	Lucerne	CH	Europe/Zurich	6432
Rümlang	Zurich	CH	Europe/Zurich	5144
Rotkreuz	Zug	CH	Europe/Zurich	10439
Rothrist	Aargau	CH	Europe/Zurich	7423
Rorschach	Saint Gallen	CH	Europe/Zurich	9000
Romont	Fribourg	CH	Europe/Zurich	5276
Romanshorn	Thurgau	CH	Europe/Zurich	8956
Richterswil	Zurich	CH	Europe/Zurich	10189
Rheinfelden	Aargau	CH	Europe/Zurich	10733
Renens	Vaud	CH	Europe/Zurich	20927
Reinach	Aargau	CH	Europe/Zurich	7845
Regensdorf	Zurich	CH	Europe/Zurich	7531
Rapperswil	Saint Gallen	CH	Europe/Zurich	34776
Pully	Vaud	CH	Europe/Zurich	16263
Prilly	Vaud	CH	Europe/Zurich	10524
Pregassona	Ticino	CH	Europe/Zurich	7548
Pratteln	Basel-Landschaft	CH	Europe/Zurich	14877
Porrentruy	Jura	CH	Europe/Zurich	6675
Plan-les-Ouates	Geneva	CH	Europe/Zurich	10540
Pfäffikon	Zurich	CH	Europe/Zurich	11931
Pfäffikon	Schwyz	CH	Europe/Zurich	7310
Peseux	Neuchâtel	CH	Europe/Zurich	5716
Payerne	Vaud	CH	Europe/Zurich	9943
Orbe	Vaud	CH	Europe/Zurich	5132
Opfikon	Zurich	CH	Europe/Zurich	21554
Onex	Geneva	CH	Europe/Zurich	17302
Olten	Solothurn	CH	Europe/Zurich	18362
Ollon	Vaud	CH	Europe/Zurich	6665
Oftringen	Aargau	CH	Europe/Zurich	10390
Zürich (Kreis 11) / Oerlikon	Zurich	CH	Europe/Zurich	17922
Oberwil	Basel-Landschaft	CH	Europe/Zurich	10187
Oberuzwil	Saint Gallen	CH	Europe/Zurich	5616
Urdorf	Zurich	CH	Europe/Zurich	9205
Obersiggenthal	Aargau	CH	Europe/Zurich	7990
Oberriet	Saint Gallen	CH	Europe/Zurich	7675
Oberentfelden	Aargau	CH	Europe/Zurich	7553
Oberengstringen	Zurich	CH	Europe/Zurich	5805
Nyon	Vaud	CH	Europe/Zurich	16797
Nidau	Bern	CH	Europe/Zurich	6696
Neuhausen	Schaffhausen	CH	Europe/Zurich	10019
Neuenkirch	Lucerne	CH	Europe/Zurich	5963
Neuenhof	Aargau	CH	Europe/Zurich	7957
Neuchâtel	Neuchâtel	CH	Europe/Zurich	33475
Naters	Valais	CH	Europe/Zurich	7552
Muttenz	Basel-Landschaft	CH	Europe/Zurich	16927
Murten/Morat	Fribourg	CH	Europe/Zurich	5800
Muri	Aargau	CH	Europe/Zurich	6463
Muri	Bern	CH	Europe/Zurich	13054
Münsingen	Bern	CH	Europe/Zurich	10928
Münchwilen	Thurgau	CH	Europe/Zurich	5623
Münchenstein	Basel-Landschaft	CH	Europe/Zurich	11644
Münchenbuchsee	Bern	CH	Europe/Zurich	9801
Moutier	Jura	CH	Europe/Zurich	7721
Morges	Vaud	CH	Europe/Zurich	15705
Montreux	Vaud	CH	Europe/Zurich	25984
Monthey	Valais	CH	Europe/Zurich	17777
Möhlin	Aargau	CH	Europe/Zurich	9382
Minusio	Ticino	CH	Europe/Zurich	6653
Meyrin	Geneva	CH	Europe/Zurich	19772
Menziken	Aargau	CH	Europe/Zurich	5415
Mendrisio	Ticino	CH	Europe/Zurich	14942
Meilen	Zurich	CH	Europe/Zurich	14207
Meggen	Lucerne	CH	Europe/Zurich	6533
Massagno	Ticino	CH	Europe/Zurich	5774
Martigny-Ville	Valais	CH	Europe/Zurich	18301
Marly	Fribourg	CH	Europe/Zurich	7653
Männedorf	Zurich	CH	Europe/Zurich	7951
Malters	Lucerne	CH	Europe/Zurich	6181
Lyss	Bern	CH	Europe/Zurich	10937
Luzern	Lucerne	CH	Europe/Zurich	81691
Lutry	Vaud	CH	Europe/Zurich	8774
Lugano	Ticino	CH	Europe/Zurich	63185
Losone	Ticino	CH	Europe/Zurich	6070
Locarno	Ticino	CH	Europe/Zurich	15824
Littau	Lucerne	CH	Europe/Zurich	16121
Liestal	Basel-Landschaft	CH	Europe/Zurich	12832
Lenzburg	Aargau	CH	Europe/Zurich	10569
Lengnau	Bern	CH	Europe/Zurich	7336
Le Mont-sur-Lausanne	Vaud	CH	Europe/Zurich	5270
Le Locle	Neuchâtel	CH	Europe/Zurich	10216
Lausanne	Vaud	CH	Europe/Zurich	139111
Laufen	Basel-Landschaft	CH	Europe/Zurich	5618
La Tour-de-Peilz	Vaud	CH	Europe/Zurich	10522
Langnau	Bern	CH	Europe/Zurich	8784
Langenthal	Bern	CH	Europe/Zurich	14184
Landquart	Grisons	CH	Europe/Zurich	8886
Lachen	Schwyz	CH	Europe/Zurich	8754
La Chaux-de-Fonds	Neuchâtel	CH	Europe/Zurich	37942
Küttigen	Aargau	CH	Europe/Zurich	5234
Küssnacht	Schwyz	CH	Europe/Zurich	13084
Küsnacht	Zurich	CH	Europe/Zurich	11525
Kriens	Lucerne	CH	Europe/Zurich	25010
Kreuzlingen	Thurgau	CH	Europe/Zurich	21997
Köniz	Bern	CH	Europe/Zurich	41784
Kloten	Zurich	CH	Europe/Zurich	16289
Kirchberg	Saint Gallen	CH	Europe/Zurich	8127
Kirchberg	Bern	CH	Europe/Zurich	5335
Kilchberg	Zurich	CH	Europe/Zurich	6511
Kerns	Obwalden	CH	Europe/Zurich	5217
Jona	Saint Gallen	CH	Europe/Zurich	17655
Interlaken	Bern	CH	Europe/Zurich	5067
Ingenbohl	Schwyz	CH	Europe/Zurich	7967
Igis	Grisons	CH	Europe/Zurich	6828
Hünenberg	Zug	CH	Europe/Zurich	9032
Horw	Lucerne	CH	Europe/Zurich	12348
Horgen	Zurich	CH	Europe/Zurich	22662
Zürich (Kreis 10) / Höngg	Zurich	CH	Europe/Zurich	17117
Hombrechtikon	Zurich	CH	Europe/Zurich	9212
Hochdorf	Lucerne	CH	Europe/Zurich	8192
Hinwil	Zurich	CH	Europe/Zurich	11135
Herzogenbuchsee	Bern	CH	Europe/Zurich	5522
Herrliberg	Zurich	CH	Europe/Zurich	5025
Herisau	Appenzell Ausserrhoden	CH	Europe/Zurich	15744
Hergiswil	Nidwalden	CH	Europe/Zurich	5437
Heimberg	Bern	CH	Europe/Zurich	5501
Gstaad	Bern	CH	Europe/Zurich	9200
Grenchen	Solothurn	CH	Europe/Zurich	15927
Greifensee	Zurich	CH	Europe/Zurich	5032
Gränichen	Aargau	CH	Europe/Zurich	6557
Le Grand-Saconnex	Geneva	CH	Europe/Zurich	9781
Grabs	Saint Gallen	CH	Europe/Zurich	6384
Gossau	Saint Gallen	CH	Europe/Zurich	17043
Goldau	Schwyz	CH	Europe/Zurich	5285
Goldach	Saint Gallen	CH	Europe/Zurich	9094
Glarus	Glarus	CH	Europe/Zurich	12425
Gland	Vaud	CH	Europe/Zurich	10641
Giubiasco	Ticino	CH	Europe/Zurich	7752
Genève	Geneva	CH	Europe/Zurich	201741
Gelterkinden	Basel-Landschaft	CH	Europe/Zurich	5709
Fully	Valais	CH	Europe/Zurich	5922
Frutigen	Bern	CH	Europe/Zurich	6671
Fribourg	Fribourg	CH	Europe/Zurich	38365
Frenkendorf	Basel-Landschaft	CH	Europe/Zurich	6180
Freienbach	Schwyz	CH	Europe/Zurich	14302
Frauenfeld	Thurgau	CH	Europe/Zurich	25607
Flawil	Saint Gallen	CH	Europe/Zurich	9739
Estavayer-le-Lac	Fribourg	CH	Europe/Zurich	5061
Eschenbach	Saint Gallen	CH	Europe/Zurich	9175
Epalinges	Vaud	CH	Europe/Zurich	7706
Emmen	Lucerne	CH	Europe/Zurich	30926
Embrach	Zurich	CH	Europe/Zurich	7088
Einsiedeln	Schwyz	CH	Europe/Zurich	15867
Egg	Zurich	CH	Europe/Zurich	8829
Effretikon	Zurich	CH	Europe/Zurich	10119
Echallens	Vaud	CH	Europe/Zurich	5740
Ebikon	Lucerne	CH	Europe/Zurich	11471
Düdingen	Fribourg	CH	Europe/Zurich	7155
Dübendorf	Zurich	CH	Europe/Zurich	19882
Dornach	Solothurn	CH	Europe/Zurich	6449
Domat	Grisons	CH	Europe/Zurich	6817
Dietlikon / Dietlikon (Dorf)	Zurich	CH	Europe/Zurich	6149
Dietikon	Zurich	CH	Europe/Zurich	20893
Diepoldsau	Saint Gallen	CH	Europe/Zurich	5401
Derendingen	Solothurn	CH	Europe/Zurich	6093
Delémont	Jura	CH	Europe/Zurich	12682
Davos	Grisons	CH	Europe/Zurich	10898
Crissier	Vaud	CH	Europe/Zurich	6612
Conthey	Valais	CH	Europe/Zurich	8792
Collombey	Valais	CH	Europe/Zurich	5926
Chur	Grisons	CH	Europe/Zurich	35373
Chiasso	Ticino	CH	Europe/Zurich	8060
Chêne-Bourg	Geneva	CH	Europe/Zurich	7959
Chavannes	Vaud	CH	Europe/Zurich	5454
Châtel-Saint-Denis	Fribourg	CH	Europe/Zurich	5094
Cham	Zug	CH	Europe/Zurich	16719
Carouge	Geneva	CH	Europe/Zurich	19344
Bussigny	Vaud	CH	Europe/Zurich	7408
Burgdorf	Bern	CH	Europe/Zurich	16420
Buochs	Nidwalden	CH	Europe/Zurich	5524
Bulle	Fribourg	CH	Europe/Zurich	23438
Bülach	Zurich	CH	Europe/Zurich	20443
Buchs	Aargau	CH	Europe/Zurich	6599
Buchs	Saint Gallen	CH	Europe/Zurich	10418
Buchrain	Lucerne	CH	Europe/Zurich	5341
Brugg	Aargau	CH	Europe/Zurich	11177
Bremgarten	Aargau	CH	Europe/Zurich	6543
Bottmingen	Basel-Landschaft	CH	Europe/Zurich	5912
Bolligen	Bern	CH	Europe/Zurich	6086
Blonay	Vaud	CH	Europe/Zurich	5244
Birsfelden	Basel-Landschaft	CH	Europe/Zurich	10232
Binningen	Basel-Landschaft	CH	Europe/Zurich	14130
Biel/Bienne	Bern	CH	Europe/Zurich	55120
Biberist	Solothurn	CH	Europe/Zurich	7889
Biasca	Ticino	CH	Europe/Zurich	5885
Bex	Vaud	CH	Europe/Zurich	5956
Bernex	Geneva	CH	Europe/Zurich	9759
Bern	Bern	CH	Europe/Zurich	121631
Belp	Bern	CH	Europe/Zurich	9307
Bellinzona	Ticino	CH	Europe/Zurich	43220
Bassersdorf	Zurich	CH	Europe/Zurich	7010
Basse-Nendaz	Valais	CH	Europe/Zurich	5410
Basel	Basel-City	CH	Europe/Zurich	177595
Balsthal	Solothurn	CH	Europe/Zurich	5863
Bagnes	Valais	CH	Europe/Zurich	6626
Bad Ragaz	Saint Gallen	CH	Europe/Zurich	5063
Baden	Aargau	CH	Europe/Zurich	19340
Baar	Zug	CH	Europe/Zurich	20546
Zürich (Kreis 4) / Aussersihl	Zurich	CH	Europe/Zurich	27273
Au	Saint Gallen	CH	Europe/Zurich	6673
Ascona	Ticino	CH	Europe/Zurich	5084
Arth	Schwyz	CH	Europe/Zurich	9850
Arlesheim	Basel-Landschaft	CH	Europe/Zurich	9301
Arbon	Thurgau	CH	Europe/Zurich	14631
Appenzell	Appenzell Innerrhoden	CH	Europe/Zurich	5649
Amriswil	Thurgau	CH	Europe/Zurich	11351
Altstätten	Saint Gallen	CH	Europe/Zurich	10574
Altendorf	Schwyz	CH	Europe/Zurich	5280
Altdorf	Uri	CH	Europe/Zurich	9401
Alpnach	Obwalden	CH	Europe/Zurich	5218
Allschwil	Basel-Landschaft	CH	Europe/Zurich	18189
Aigle	Vaud	CH	Europe/Zurich	10134
Affoltern am Albis	Zurich	CH	Europe/Zurich	12226
Aesch	Basel-Landschaft	CH	Europe/Zurich	10138
Adliswil	Zurich	CH	Europe/Zurich	15230
Adligenswil	Lucerne	CH	Europe/Zurich	5576
Aarburg	Aargau	CH	Europe/Zurich	6828
Aarau	Aargau	CH	Europe/Zurich	21503
Aadorf	Thurgau	CH	Europe/Zurich	7620
Riehen	Basel-City	CH	Europe/Zurich	20000
Chêne-Bougeries	Geneva	CH	Europe/Zurich	10487
Thônex	Geneva	CH	Europe/Zurich	13057
Ecublens	Vaud	CH	Europe/Zurich	10262
Wallisellen / Wallisellen-Ost	Zurich	CH	Europe/Zurich	5031
Horgen / Horgen (Dorfkern)	Zurich	CH	Europe/Zurich	6140
Thalwil / Dorfkern	Zurich	CH	Europe/Zurich	6829
Pfäffikon / Pfäffikon (Dorfkern)	Zurich	CH	Europe/Zurich	5595
Uster / Kirch-Uster	Zurich	CH	Europe/Zurich	10428
Uster / Ober-Uster	Zurich	CH	Europe/Zurich	5100
Oberwinterthur (Kreis 2) / Talacker	Zurich	CH	Europe/Zurich	5375
Oberwinterthur (Kreis 2) / Guggenbühl	Zurich	CH	Europe/Zurich	5376
Mattenbach (Kreis 7) / Deutweg	Zurich	CH	Europe/Zurich	5930
Zürich (Kreis 10) / Wipkingen	Zurich	CH	Europe/Zurich	15718
Zürich (Kreis 11) / Affoltern	Zurich	CH	Europe/Zurich	17241
Zürich (Kreis 12) / Saatlen	Zurich	CH	Europe/Zurich	5209
Zürich (Kreis 12) / Schwamendingen-Mitte	Zurich	CH	Europe/Zurich	10476
Zürich (Kreis 12) / Hirzenbach	Zurich	CH	Europe/Zurich	11335
Zürich (Kreis 2) / Wollishofen	Zurich	CH	Europe/Zurich	16073
Zürich (Kreis 2) / Enge	Zurich	CH	Europe/Zurich	8253
Zürich (Kreis 3) / Friesenberg	Zurich	CH	Europe/Zurich	9909
Zürich (Kreis 3) / Sihlfeld	Zurich	CH	Europe/Zurich	20977
Zürich (Kreis 4) / Langstrasse	Zurich	CH	Europe/Zurich	10386
Zürich (Kreis 4) / Hard	Zurich	CH	Europe/Zurich	12976
Zürich (Kreis 5) / Gewerbeschule	Zurich	CH	Europe/Zurich	9891
